title,popular_rank,startYear,episodes,language,origin_country,plot,summary,rating,genres,cast,image_url,imdb_id
72 Dangerous Animals: Latin America,4342,2017,12,English,Australia,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.","Latin America. A vast region containing a vast array of ecosystems, from the steaming rainforests of the Amazon, to the peaks of the Andes and the deserts of the Baja peninsula. Within these environments live some of the world's most fascinating and dangerous animals. From the enigmatic jaguar to the prehistoric Orinoco crocodile, this series counts down 72 of Latin America's most dangerous animals. —Tom Daly",6.7,Documentary,"['Bob Brisbane', 'Rui Seabra Ferreira Jr.', 'Vidal Haddad Jr.', 'Justin Schmidt', 'Richard Rasmussen', 'Dean Ripa', 'Greivin Carrales', 'Brien Foerster', 'Bryan Grieg Fry', 'Gerardo Aldana', 'Gregory Erickson', 'Mahmood Sasa Marin', 'Oscar Miro-Quesada', 'William Muth', 'Martin Nicholas', 'Paul Rosolie', 'Greta Binford', 'George Burgess']",https://m.media-amazon.com/images/M/MV5BYjBjZTNiYjYtMjUwOS00OGRlLWFlMzItZWRhNjA3OWU1MWVkXkEyXkFqcGdeQXVyNjYxNDUxNTA@._V1_FMjpg_UX1000_.jpg,tt7909708
7Seeds,2563,2019,24,Japanese,Japan,"In the immediate future, a giant meteorite has collided with earth. All living organisms, including mankind, have been wiped off the face of the planet. The government, who had foreseen this outcome, took measures to cou... Read all","In the immediate future, a giant meteorite has collided with earth. All living organisms, including mankind, have been wiped off the face of the planet. The government, who had foreseen this outcome, took measures to counter the worst-case scenario. In particular was ""Project 7SEEDS"", in which five sets of seven young men and women were carefully selected and placed into teams (Spring, Summer A, Summer B, Autumn and Winter). Each participant was then put under cryogenic sleep in hopes of preserving the continued existence of mankind. When those men and women awoke, they found themselves suddenly thrust into a cruel world. While bereft and grieved over forever losing their loved ones, they sought to find ways to survive.",6.4,Action.Adventure.Animation,"['Scott Gibbs', 'Alejandro Saab', 'Jad Saxton', 'Amber Lee Connors', 'Andrew Love', 'Adam Gibbs', 'Morgan Berry', 'Chaney Moore', 'Caitlynn French', 'Mike Haimoto', 'Jun Fukuyama', 'Yôko Hikasa', 'Nao Tôyama', 'Clint Bickham', 'David Wald', 'Justin Doran', 'Margaret McDonald', 'Elissa Cuellar']",https://m.media-amazon.com/images/M/MV5BODNhNGI1MGUtNTRlMy00ZGI2LWI2NTYtMjE1Nzc1ZDk5MjM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt9348718
A Killer Uncaged,3836,2020,3,English,United Kingdom,"Three-part docuseries following Dale Wayne Sigler, a murderer, as he is released from prison after 30 years behind bars.","Three-part docuseries following Dale Wayne Sigler, a murderer, as he is released from prison after 30 years behind bars.",5.2,Crime.Documentary,['Tommy LeNoir'],https://m.media-amazon.com/images/M/MV5BNGIzNTE2YzYtOTAwZS00MzIyLWIzNjQtMTg2YjAyODJhOWNkXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg,tt12662374
A Little Help with Carol Burnett,4984,2018,12,English,United States,"With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.","With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.",6.3,Talk-Show,"['Caleb Jeon', 'Emmersyn Fiorentino', 'Charlie Kolsby', 'Seane Mele', 'Robert Timothy Smith', 'Rainey Spurlock', 'Celine Dela Montanye', 'Tristan Sutton', 'Amari McCoy', 'Jimi Orekoya', 'Nicholas Bustamante', 'Becky Baeling', 'Ryan Bailey', 'Candace Cameron Bure', 'Amelia Cooke', 'DJ Khaled', 'David Epstein', 'Jesse Grant']",https://m.media-amazon.com/images/M/MV5BZWE5ODMxNWUtOWI1YS00N2QxLThlYmQtNzNjNDJlZTQ4MzJlXkEyXkFqcGdeQXVyMzIzNzMwMjk@._V1_FMjpg_UX1000_.jpg,tt7204366
A Love So Beautiful,2134,2020,24,Korean,South Korea,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.","Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",7.4,Comedy.Romance,"['Ki Eun-Yoo', 'Kim Yo-han', 'Joo-yeon So', 'Hoi-Hyeon Yeo', 'Hye-Jo Cho', 'Jung Jin-Hwan', 'Seong Hye-Min', 'Yang Yoo-Jin']",https://m.media-amazon.com/images/M/MV5BZjA5OTc5Y2MtM2E5Ny00ZDg0LWIwMjEtYzAxYWIxNDIxOTlmXkEyXkFqcGdeQXVyNDU4MDQ0MjM@._V1_FMjpg_UX1000_.jpg,tt13642264
A Love to Last,5210,2017,184,English,Philippines,"The story follows two different people, Andeng (Bea Alonzo), and Anton (Ian Veneracion), that will prove that two brokenhearts can make their love last or not.","The story follows two different people, Andeng (Bea Alonzo), and Anton (Ian Veneracion), that will prove that two brokenhearts can make their love last or not.",8.7,Drama.Family.Music,"['Bea Alonzo', 'Ian Veneracion', 'Iza Calzado', 'Julia Barretto', 'Enchong Dee', 'Juan Karlos Labajo', 'Hannah Lopez Vito', 'Irma Adlawan', 'Perla Bautista', 'Melanie Marquez', 'Miguel Diokno', 'Dwight Gaston', 'Denise Joaquin', 'Lui Manansala', 'Victor Silayan', 'Jameson Blake', 'Richard Manabat', 'Carla Martinez']",https://m.media-amazon.com/images/M/MV5BYWQwYjQ5NzEtMGE4OS00ZTZiLTk1MjAtNzYyMjZjOWY4OTRkXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_FMjpg_UX1000_.jpg,tt6803718
A Martfüi Rém - A Sorozat,4268,2020,4,Hungarian,Hungary,"In 1960s socialist Hungary, a serial killer targeting young women torments a small town and the determined detective on his trail. Based on true events.","A serial killer stalks the streets of 1960s Hungary in this psychological thriller based on true events. In the town of Martfu, young women are haunted by a killer's murderous rampage. An innocent man is accused of the crimes, while a detective plots to pin the murderer at any cost. —Canon y mus",7.5,Crime.Drama.Mystery,"['Zsolt Anger', 'Mónika Balsai', 'Péter Bárnai', 'Károly Hajduk', 'Gábor Jászberényi', 'Zsófia Szamosi', 'Zsolt Trill']",https://m.media-amazon.com/images/M/MV5BMGVjNDBmZmEtNzg3MS00OGUwLTlmY2QtYjYwZTI5YzY2MWYwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg,tt10242558
A Perfect Crime,3257,2020,4,German,Germany,"In April 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, was assassinated in Dusseldorf. This documentary details the strange evidence recovered.","In April 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, was assassinated in Dusseldorf. This documentary details the strange evidence recovered.",7.3,Crime.Documentary,"['Sam Booth', 'Günther Classen', 'Willi Fundermann', 'Rainer Hofmeyer', 'Klaus-Dieter Matschke', 'Theo Waigel', 'Peter Bachsleitner', 'Hero Brahms', 'Eberhard Böttcher', 'Peter-Michael Diestel', 'Dieter Fox', 'Kurt Hillmann', 'Michael Hoffman-Becking', 'Flake Lorenz', 'Christa Luft', 'Silke Maier-Witt', 'Winfried Ridder', 'Thilo Sarrazin']",https://m.media-amazon.com/images/M/MV5BMzc0N2YzMTQtYzA1Yi00NzZlLTg3MzAtZjYxMjIwYTdjYWYxXkEyXkFqcGdeQXVyMTY0Mjk4MjA@._V1_FMjpg_UX1000_.jpg,tt12939836
A Series of Unfortunate Events,377,2017,25,English,United States,"After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.","After the Baudelaire parents die in a terrible fire, the Baudelaire orphans search for their families secrets and get them and their fortune away from the terrible grasp of the sinister Count Olaf as he moves with them between different guardians in disguise. —Nate Hoey",7.8,Adventure.Comedy.Drama,"['Neil Patrick Harris', 'Patrick Warburton', 'Malina Weissman', 'Louis Hynes', 'K. Todd Freeman', 'Presley Smith', 'Usman Ally', 'Jacqueline Robbins', 'Matty Cardarople', 'Joyce Robbins', 'John DeSantis', 'Lucy Punch', 'Dylan Kingwell', 'Tara Strong', 'Nathan Fillion', 'Patrick Breen', 'Sara Canning', 'Will Arnett']",https://m.media-amazon.com/images/M/MV5BMTYzMjA3OTgxOV5BMl5BanBnXkFtZTgwMjAwMDU5NjM@._V1_FMjpg_UX1000_.jpg,tt4834206
A Suitable Boy,1510,2020,7,English,United Kingdom,"A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.","A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.",5.7,Drama.Romance,"['Tanya Maniktala', 'Ishaan Khattar', 'Mahira Kakkar', 'Danesh Razvi', 'Gagandev Riar', 'Shubham Saraf', 'Rasika Dugal', 'Vivek Gomber', 'Geeta Agrawal Sharma', 'Ram Kapoor', 'Tabu', 'Aamir Bashir', 'Shahana Goswami', 'Yusuf Akhtar', 'Sadaf Jafar', 'Namit Das', 'Vivaan Shah', 'Mikhail Sen']",https://m.media-amazon.com/images/M/MV5BYmZkMzZjZDAtMDY4My00YTllLWE0NjktMGIwNWI0YzlmMzgwXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_FMjpg_UX1000_.jpg,tt10795574
A Thousand Goodnights,4596,2019,20,Mandarin,Taiwan,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",7.9,Drama,"['Nicholas Teo', 'Cindy Yu-Han Lien', 'Ai-Ning Yao', 'Chung-Lin Li', 'Bor-Jeng Chen', 'Pei-An Lo', 'Ke-Li Miao', 'Shara Lin', 'Lu-Hao Chu', 'Yu-Fang Chen', 'Chiung-Hsuan Hsieh', 'Chieh-mei Yang', 'Queenie Chen', 'Keelong Hsu', 'Bella Wu', 'Han Chang', 'Ting-Hsuan Chen', 'Kerr Hsu']",https://m.media-amazon.com/images/M/MV5BNTRkZjY2NzMtMWNmYS00MmE5LThhNGYtYTNkZDQ2OWJkZTdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt10370952
A Year in Space,4313,2015,12,English,United States,Astronaut Scott Kelly's record-breaking year in space -- from launch to landing.,Astronaut Scott Kelly's record-breaking year in space -- from launch to landing.,7.4,Documentary,"['Scott Kelly', 'Jeffrey Kluger', 'Mikhail Kornienko', 'Amiko Kauderer', 'Charlotte Kelly', 'Mark Kelly', 'Samantha Kelly', 'Irina Kornienko', 'Gabrielle Giffords', 'Samantha Cristoforetti', 'Sergei Savin', 'Kjell Lindgren', 'Richard Kelly', 'Ivan Kryuchkov', 'Julie Robinson', 'Scott Stover', 'Jeffrey Williams', 'Chris Cassidy']",https://m.media-amazon.com/images/M/MV5BNjZhZWIwZWYtNmE4ZS00N2UwLTlmNjAtOWM4ZmYwY2FlOTgwXkEyXkFqcGdeQXVyNjAxNjI1NTI@._V1_FMjpg_UX1000_.jpg,tt5428494
A.I.C.O. Incarnation,3480,2018,12,Japanese,Japan,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,"A young girl in a weelchair named Aiko begins to glimpse strange situations, after bumping into a new student at school she was able to walk again. As history unfolds, she is told to be in an artificial body. Along with a special team, maybe she can not only retrieve her real body, brother and mother back, but save the world too. —Tedyo",6.4,Action.Animation.Sci-Fi,"['Xanthe Huynh', 'Billy Kametz', 'Erica Mendez', 'Allegra Clark', 'Greg Chun', 'Khoi Dao', 'Chris Tergliafera', 'Erika Harlacher', 'Keith Silverstein', 'Sam Ryder', 'Rachel Robinson', 'Grant George', 'Brianna Knickerbocker', 'Mark Whitten', 'Steve Staley', 'Katelyn Gault', 'Kirk Thornton', 'Laura Post']",https://m.media-amazon.com/images/M/MV5BNzY5NzdlYTktODFjNi00ZDZkLWEyMjUtYzkwNTA2NTY1N2RhXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_FMjpg_UX1000_.jpg,tt8116380
A.N.T. Farm,1359,2011,62,English,United States,A musical prodigy gets into a gifted program called Advanced Natural Talents at the local high school.,"Chyna Parks, a musical prodigy, gets into a gifted program called Advanced Natural Talents at the local high school. Along with her fellow 'ANTs' she must navigate the halls of a new school of older kids who're not particularly fond of grade-skipping newbies. —Anonymous",5.1,Comedy.Drama.Family,"['China Anne McClain', 'Sierra McCormick', 'Jake Short', 'Stefanie Scott', 'Aedin Mincks', 'Carlon Jeffery', 'Alexandria DeBerry', 'Christian Andre Campos', 'Mindy Sterling', 'Finesse Mitchell', 'Zach Steel', 'Dominic Burgess', 'Zibby Allen', 'Claire Engler', 'Matt Lowe', 'Michael Weisman', 'Elise Neal', 'Noah Najbert']",https://m.media-amazon.com/images/M/MV5BYjEwMDk0ZDgtMDYzNy00MmMwLWJlZjUtYjdmNGE4NzNjNDVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY5ODYxNzc@._V1_FMjpg_UX1000_.jpg,tt1772752
¡A cantar!,5369,2020,8,Spanish,Spain,"Six people compete for a 30,000 euro reward by singing popular songs.","Six people compete for a 30,000 euro reward by singing popular songs.",6.3,Game-Show.Music,"['Ricky Merino', 'Barbara Orti', 'Gianni Calchetti', 'Maysa Monção']",https://m.media-amazon.com/images/M/MV5BYWU1NTQ0ZWQtY2I0My00NDI2LThlNzItODEwNGMzOGM1ODQzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UX1000_.jpg,tt11698668
¿Quién Mató a Sara?,40,2021,18,Spanish,Mexico,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.","Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",6.5,Crime.Drama.Mystery,"['Manolo Cardona', 'Ginés García Millán', 'Carolina Miranda', 'Eugenio Siller', 'Claudia Ramírez', 'Ximena Lamadrid', 'Alejandro Nones', 'Luis Roberto Guzmán', 'Juan Carlos Remolina', 'Andres Baida', 'Leo Deluglio', 'Fátima Molina', 'Polo Morin', 'Marco Zapata', 'Martin Saracho', 'Ana Lucía Domínguez', 'Iñaki Godoy', 'Héctor Jiménez']",https://m.media-amazon.com/images/M/MV5BYWZlOTM3ZjAtZDlkOC00ZjRlLWI0YTEtYTk0NzFjMWEzMDczXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg,tt11937816
Ófærð,657,2015,28,Icelandic,Iceland,"In a remote town in Iceland, Police desperately try to solve a crime as a powerful storm descends upon the town.","In a remote town in Iceland, Police desperately try to solve a crime as a powerful storm descends upon the town.",8.1,Crime.Drama.Mystery,"['Ólafur Darri Ólafsson', 'Ilmur Kristjánsdóttir', 'Ingvar Sigurdsson', 'Elva María Birgisdóttir', 'Baltasar Breki Samper', 'Guðjón Pedersen', 'Sigrún Edda Björnsdóttir', 'Björn Hlynur Haraldsson', 'Katla M. Þorgeirsdóttir', 'Nína Dögg Filippusdóttir', 'Júlia Guðrún Lovisa Henje', 'Pálmi Gestsson', 'Salka Sól Eyfeld', 'Bjarne Henriksen', 'Þorsteinn Bachmann', 'Stormur Jón Kormákur Baltasarsson', 'Sólveig Arnarsdóttir', 'Aron Már Ólafsson']",https://m.media-amazon.com/images/M/MV5BMjEwOTQ0OTIwNV5BMl5BanBnXkFtZTgwNTAwODY2NzE@._V1_FMjpg_UX1000_.jpg,tt3561180
Ôkami to kôshinryô,2549,2008,25,Japanese,Japan,"Kraft Lawrence goes from town to town to make profits as a travelling merchant, with the help of a wolf deity by the name of Holo.","Kraft Lawrence, a 25 year old peddler travelling from town to town selling and buying various things to make a living during a period much like Europe in the Middle Ages. One night when stopped at the town of Pasroe, he finds in his wagon a 250 year old pagan wolf deity girl named Holo. She appears to be that of a 15 year old girl, except for a wolf tail and ears. She introduces herself as the town's goddess of harvest who has kept it blessed with good harvests of wheat for many years. Despite having the responsibility to watch over the town, she wants to go back to her homeland in the north called Yoitsu, she believes the people have already forsaken her anyway and that she has kept her promise to maintain the good harvests. She manages to bargain her way out of the village by making a deal with Lawrence to take her with him. As they travel, her wisdom helps increase his profits, but at the same time, her true nature draws unwanted attention from the church. —Anonymous",8,Adventure.Animation.Fantasy,"['Jun Fukuyama', 'Ami Koshimizu', 'Brina Palencia', 'J. Michael Tatum', 'Yukitaro Namura', 'Mai Nakahara', 'Chris Cason', 'Leah Clark', 'Hozumi Gôda', 'Chris Ayres', 'Anthony Bowling', 'James Cave', 'Elizabeth Evans', 'Scott Freeman', 'Kristi Kang', 'Joel McDonald', 'Anastasia Munoz', 'Becca Shivers']",https://m.media-amazon.com/images/M/MV5BZWI1ZTYzYWMtMWRlMy00MWVlLWIwY2QtZDIzYzk1Nzk2NjI5XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_FMjpg_UX1000_.jpg,tt1158671
Élite,109,2018,40,Spanish,Spain,"When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","Las Encinas is the most exclusive school in the country- where the Elite sends their children to study. In there, three working-class teens have just been admitted after an earthquake destroyed their school. The clash between those who have everything and those who have nothing to lose creates a perfect storm that ends in a murder. Who committed the crime? —FórmulaTV",7.5,Crime.Drama.Thriller,"['Itzan Escamilla', 'Omar Ayuso', 'Miguel Bernardeau', 'Arón Piper', 'Claudia Salas', 'Georgina Amorós', 'Álvaro Rico', 'Mina El Hammani', 'Ester Expósito', 'Danna Paola', 'Ainhoa Santamaría', 'Elisabet Gelabert', 'Abdelatif Hwidar', 'Farah Hamed', 'Rubén Martínez', 'Jorge López', 'Lola Marceli', 'Jaime Lorente']",https://m.media-amazon.com/images/M/MV5BODNkMWI2ZTAtYTIzNy00OTYwLTk2M2ItNGQ2NTgxYTU0YWIyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg,tt7134908
Abby Hatcher,2772,2018,51,English,United States,Seven-year-old Abby Hatcher and her Fuzzly friend Bozzly go on adventures to fix the Fuzzly's problems at her hotel.,Seven-year-old Abby Hatcher and her Fuzzly friend Bozzly go on adventures to fix the Fuzzly's problems at her hotel.,5.6,Adventure.Animation.Comedy,"['Macy Drouin', 'Wyatt White', 'Leo Orgil', 'Christian Dal Dosso', 'Jacob Soley', 'Terry McGurrin', 'Paul Sun-Hyung Lee', 'Sophie Cullingan', 'John Knowles', 'Michela Luci', 'Hattie Kragten', 'Kaden Stephen', 'Laaibah Alvi', 'Gracen Daly', 'Josette Jorge', 'Julie-Ann Dean', 'Catherine Disher', 'Kim Roberts']",https://m.media-amazon.com/images/M/MV5BYzBlZWJhNmYtZGNkNy00YmY4LWI5MDAtNGNiNzUxOTE2Zjk0XkEyXkFqcGdeQXVyMTMwMTg1ODQw._V1_FMjpg_UX1000_.jpg,tt9433014
